,feature,corr,p-value,q-value
SETD1A,SETD1A,0.28399022182883943,3.709893111362697e-18,9.4426906556189e-17
SSBP3,SSBP3,0.28397474342400425,3.726053586558587e-18,9.471212008918537e-17
LIMD2,LIMD2,0.2838343132592013,3.875878292540245e-18,9.825916918024772e-17
DIRAS1,DIRAS1,0.283780216216565,3.93516515998362e-18,9.963004242792965e-17
GNG2,GNG2,0.2837467819456415,3.972252925754441e-18,1.0043599824840758e-16
RBM5,RBM5,0.2836863605436284,4.0401526617867816e-18,1.0188326930086323e-16
NGLY1,NGLY1,0.2836695057586304,4.059296750547474e-18,1.0223116915245714e-16
DCK,DCK,0.2828927332515502,5.045623956460805e-18,1.2591005473596382e-16
ANKRD34A,ANKRD34A,0.2828262113226103,5.140328257834622e-18,1.281060947177429e-16
NCDN,NCDN,0.28275044956613926,5.250321726346355e-18,1.3050702184539737e-16
GMEB1,GMEB1,0.2825709855468177,5.5202131942001074e-18,1.3685976032053833e-16
SLC25A20,SLC25A20,0.2825471047236652,5.55714239593617e-18,1.3759686126725375e-16
VARS,VARS,0.28248413525820637,5.655689460420032e-18,1.3985576201284466e-16
PKD1,PKD1,0.28247675057735966,5.667358697072429e-18,1.3996325774488305e-16
MYEF2,MYEF2,0.28235872844143717,5.8571087930937096e-18,1.4427659095359054e-16
SSBP2,SSBP2,0.28225119608593213,6.035436728069265e-18,1.4809675617078818e-16
TSPYL2,TSPYL2,0.2821694221028706,6.174619320522385e-18,1.5131775424587873e-16
TTL,TTL,0.28209950670814177,6.296122719411372e-18,1.5409780509801329e-16
FAM193A,FAM193A,0.2820666569049982,6.354021788782436e-18,1.5511765835578066e-16
R3HCC1,R3HCC1,0.2819858839016011,6.498627896897385e-18,1.5844550031784886e-16
HCFC1,HCFC1,0.2818842983738816,6.685105358364602e-18,1.627844444906234e-16
ZNF70,ZNF70,0.2818573659639031,6.7354223137417915e-18,1.6380101466561622e-16
PCBP2,PCBP2,0.2818365660230151,6.774537406961368e-18,1.645429257103768e-16
ZNF71,ZNF71,0.281710943782992,7.015578069168196e-18,1.7018118628445438e-16
KXD1,KXD1,0.2815319627322096,7.37366320383063e-18,1.7796410623891728e-16
MKRN2,MKRN2,0.28142541844999464,7.59531396419198e-18,1.8285192245028932e-16
GPR162,GPR162,0.28140204540942776,7.644809499883685e-18,1.838119919374549e-16
MAP1A,MAP1A,0.28124518357776096,7.985308101053929e-18,1.917577441603591e-16
NFATC3,NFATC3,0.28114054518149234,8.220710089248159e-18,1.9716295276785264e-16
TCF12,TCF12,0.28109705625175646,8.32054539995384e-18,1.993072998998968e-16
LSM2,LSM2,0.2810848406011077,8.348802512463336e-18,1.997338673663788e-16
VKORC1,VKORC1,0.2809425978292061,8.684879451592098e-18,2.072552693098414e-16
TXLNA,TXLNA,0.2808282512951822,8.964680788449724e-18,2.1366567739553176e-16
PLCG1,PLCG1,0.2807321170579244,9.206775382513347e-18,2.19162529809144e-16
RBPJ,RBPJ,0.28068909644986617,9.317189633413284e-18,2.2151502467996883e-16
NISCH,NISCH,0.28064241070176044,9.438486994616314e-18,2.238420333772839e-16
TTC28,TTC28,0.28062870359722053,9.474394876194597e-18,2.2434472346411444e-16
PPP1R10,PPP1R10,0.28062536679264144,9.483156503217601e-18,2.2434472346411444e-16
SKA1,SKA1,0.2805215408898833,9.759802586347162e-18,2.303192918987975e-16
ZNF566,ZNF566,0.28038181276176843,1.014469745263999e-17,2.388126746394254e-16
ZCCHC3,ZCCHC3,0.28034459472497764,1.024971580669139e-17,2.4098809058414016e-16
H2AFZ,H2AFZ,0.2803045397170829,1.0363936084454971e-17,2.433742484697258e-16
TRDMT1,TRDMT1,0.2801860194508268,1.0709302723706897e-17,2.50868041131933e-16
RAB3A,RAB3A,0.2801564644710129,1.0797176985725687e-17,2.5261693767704594e-16
HSF2,HSF2,0.2799895707220173,1.130688939078384e-17,2.6421905954136076e-16
PIN1,PIN1,0.27986487864361526,1.1703116360463619e-17,2.7314416267431265e-16
ZNF420,ZNF420,0.279662492146587,1.2375538559877438e-17,2.8813449399763363e-16
ZNF557,ZNF557,0.2796404008648704,1.2451201162899031e-17,2.895434431007482e-16
U2AF1,U2AF1,0.2795274463262376,1.2845250239728876e-17,2.9834381328361783e-16
EEF2,EEF2,0.27951282038306546,1.2897163878091889e-17,2.9918602855549324e-16
RNF122,RNF122,0.27929281690721675,1.3703449133229031e-17,3.171203755226065e-16
GABPA,GABPA,0.27915338803386236,1.423993676806313e-17,3.2873960304532216e-16
SARNP,SARNP,0.27902393094660105,1.4756552619783884e-17,3.3984518473152886e-16
ACADM,ACADM,0.27892632577602927,1.5158226090653556e-17,3.4867568197694673e-16
SAE1,SAE1,0.27889925884224,1.5271509166931782e-17,3.5085925207440025e-16
C8orf88,C8orf88,0.2788214294823472,1.5601915400263365e-17,3.580199434286125e-16
RANBP3,RANBP3,0.27874381870376636,1.5938403710374608e-17,3.6530286201895757e-16
CIC,CIC,0.27851813416713406,1.6958027706531883e-17,3.872792110040107e-16
MATR3,MATR3,0.27847231246181847,1.7172760740583693e-17,3.9171518085472227e-16
STRIP1,STRIP1,0.27807127791373243,1.9170102663826866e-17,4.3571523474322304e-16
HTRA2,HTRA2,0.2779348276472154,1.9900543427094e-17,4.512442320390295e-16
SRSF1,SRSF1,0.2777805835639952,2.075928217562527e-17,4.701583871884799e-16
PPP1R9B,PPP1R9B,0.27772967298385487,2.1050655176571424e-17,4.75630347163313e-16
WDR62,WDR62,0.2776370774962047,2.1590962813302147e-17,4.869650921243812e-16
NPRL3,NPRL3,0.27763499599167485,2.1603264353726147e-17,4.869650921243812e-16
WRB,WRB,0.27736436606058024,2.3262888420757313e-17,5.224734224730853e-16
MLLT1,MLLT1,0.2773604416806567,2.3287855398748036e-17,5.224734224730853e-16
PAXBP1,PAXBP1,0.2773213429602469,2.3538048046308376e-17,5.274675127845071e-16
TMEM170B,TMEM170B,0.2772303967777381,2.4130299527627e-17,5.394744742346083e-16
RAVER1,RAVER1,0.27718464783355595,2.4433746093312636e-17,5.45620393193541e-16
NDUFA11,NDUFA11,0.27717241422876715,2.4515524842704938e-17,5.468077682243931e-16
ITGA4,ITGA4,0.2770540318329665,2.5320940657802797e-17,5.641139634893945e-16
EBF1,EBF1,0.27697507509089847,2.5872553815897904e-17,5.757320910254813e-16
HCFC2,HCFC2,0.2769048032609994,2.6373435429992504e-17,5.86195602609659e-16
LSM7,LSM7,0.2768885220390215,2.649084012017882e-17,5.881212646889874e-16
C21orf58,C21orf58,0.276680707606946,2.803538910059958e-17,6.202505354837511e-16
CNST,CNST,0.2766566361507812,2.821993055128813e-17,6.236115288877139e-16
AARS2,AARS2,0.2765218494917263,2.9275579688468807e-17,6.447035780473287e-16
PRKACA,PRKACA,0.27645489982012217,2.9814291755867195e-17,6.554602288165913e-16
C19orf12,C19orf12,0.27645264390037494,2.983261308241875e-17,6.554602288165913e-16
STMP1,STMP1,0.27643664389069705,2.996287486645662e-17,6.568123315049521e-16
ZFP82,ZFP82,0.27642904477847785,3.002493799745325e-17,6.574188886842141e-16
PLEKHG2,PLEKHG2,0.2763395652798065,3.0765322332736204e-17,6.709106040749215e-16
HAUS8,HAUS8,0.27631021680758766,3.101205550936122e-17,6.743975438696698e-16
NSL1,NSL1,0.27629802113930446,3.111515696799386e-17,6.758707107309121e-16
FBXO43,FBXO43,0.2761682975722476,3.223294175150416e-17,6.977720063193681e-16
KLHL8,KLHL8,0.27611943008096174,3.266419284853251e-17,7.063077446829173e-16
PIKFYVE,PIKFYVE,0.27610780486699027,3.276761806770721e-17,7.077435247053371e-16
RPSA,RPSA,0.2760213088710598,3.354733429233688e-17,7.237666986433627e-16
DTL,DTL,0.27579628186306904,3.566246538216529e-17,7.685321598422656e-16
CYFIP2,CYFIP2,0.2756357896752643,3.725070606307866e-17,8.009530330660839e-16
NRN1,NRN1,0.2755575034799515,3.805050733180566e-17,8.172308400533316e-16
MBLAC2,MBLAC2,0.2754695104375914,3.896967458927802e-17,8.3509566118166975e-16
CLIP3,CLIP3,0.2754346980662725,3.9339327663732795e-17,8.420730663966992e-16
DAXX,DAXX,0.275422578072812,3.9468831720090014e-17,8.439001323596428e-16
BRPF1,BRPF1,0.2754126399509301,3.95753353250184e-17,8.452318823885214e-16
TIMM44,TIMM44,0.27535666037855616,4.018055825554722e-17,8.572001909093585e-16
COQ10A,COQ10A,0.27525655941975,4.128560412920834e-17,8.797930021514129e-16
EPM2A,EPM2A,0.2751870576936316,4.207040426024629e-17,8.955186831120354e-16
ZNF580,ZNF580,0.2750846853493578,4.325319876251733e-17,9.191171828251856e-16
PSIP1,PSIP1,0.2750828072708535,4.327520086542857e-17,9.191171828251856e-16
TIMM21,TIMM21,0.2750557823772922,4.3593026467475085e-17,9.248398456446018e-16
TMEM268,TMEM268,0.2750356721503585,4.3831022876658276e-17,9.288580956622205e-16
HNRNPU,HNRNPU,0.27490236221852665,4.544136635428734e-17,9.619177384963484e-16
PREX1,PREX1,0.2748720594887603,4.5815463043456614e-17,9.68763911588134e-16
RNGTT,RNGTT,0.27480816654588436,4.661420800500104e-17,9.845641834426462e-16
DCAF15,DCAF15,0.2747696406421756,4.7102442422506146e-17,9.937783519936038e-16
UBE2O,UBE2O,0.274714544851172,4.780942646745346e-17,1.0075823450114364e-15
DDX20,DDX20,0.2746362779579635,4.883173745612189e-17,1.0279941205658259e-15
UNK,UNK,0.27459096235851777,4.9433451327251045e-17,1.0395164159740415e-15
ATM,ATM,0.27448915794963935,5.0811992609121815e-17,1.0661594277973255e-15
ACIN1,ACIN1,0.2744770925124955,5.097785992650793e-17,1.068466877735964e-15
CCDC77,CCDC77,0.274359171259321,5.2627288956959926e-17,1.1018298230145553e-15
PKN1,PKN1,0.27430545606792023,5.3395947192148725e-17,1.1154792683911727e-15
GDF11,GDF11,0.2741282003537987,5.601172233308511e-17,1.1675725980337207e-15
ATG4C,ATG4C,0.2740876618864809,5.662745454239225e-17,1.1791217794965444e-15
CCDC102B,CCDC102B,0.27398808949889364,5.816827492885741e-17,1.209887459483253e-15
SV2A,SV2A,0.27395671498398244,5.866227447902448e-17,1.2188362789853838e-15
BRSK1,BRSK1,0.27388451639468464,5.981480360527452e-17,1.2414331931757031e-15
EYA3,EYA3,0.27380835110842,6.10548220384884e-17,1.2657949276200712e-15
PHACTR1,PHACTR1,0.2737988721094575,6.121090628093393e-17,1.2676559843554193e-15
TSHZ1,TSHZ1,0.27367069387283693,6.336050706963406e-17,1.3107533470087178e-15
UBAP2L,UBAP2L,0.27344629481814,6.730415566626083e-17,1.3908312816871091e-15
EIF1B,EIF1B,0.2733427152355161,6.920507541724746e-17,1.4270280653729074e-15
PHF23,PHF23,0.27328940866856233,7.02038749678437e-17,1.4460636530283753e-15
ANKLE1,ANKLE1,0.2729486171812716,7.693312980519011e-17,1.5778720774959324e-15
POLR3GL,POLR3GL,0.27285295711646707,7.893357287613274e-17,1.6171653221085503e-15
EIF4G3,EIF4G3,0.272816548485237,7.970833033381122e-17,1.631289865450537e-15
RPP14,RPP14,0.2727067421936312,8.209057592563488e-17,1.6782474425866424e-15
CRTC1,CRTC1,0.27263407562952247,8.3705475848172e-17,1.7076095739997948e-15
HSDL1,HSDL1,0.2724843243209296,8.713273756068039e-17,1.7756314269428632e-15
LZTS1,LZTS1,0.27247576041545973,8.733285664605555e-17,1.7777745997380493e-15
ZNF589,ZNF589,0.2724718700790434,8.742391439988315e-17,1.7777745997380493e-15
POLR2B,POLR2B,0.2724233648717048,8.856711198786219e-17,1.7991076999447243e-15
SENP1,SENP1,0.2724125754829663,8.882339624018679e-17,1.8023983217952977e-15
TMPO,TMPO,0.2723174508414935,9.111475033356261e-17,1.8449771743920012e-15
SLC39A3,SLC39A3,0.2722979991510256,9.159041750429153e-17,1.852646381581516e-15
AKAP8L,AKAP8L,0.27219862545412266,9.405888764821069e-17,1.896556579531168e-15
SNAPC2,SNAPC2,0.27199517669715206,9.931868792522037e-17,2.0005023389784902e-15
ZNF527,ZNF527,0.2719666204983361,1.0007975986506767e-16,2.0115926496538048e-15
KDM4B,KDM4B,0.2719503336620619,1.0051640014119501e-16,2.0182468368686373e-15
AFF3,AFF3,0.2718747605265547,1.0256713505629228e-16,2.0572621055624628e-15
CERK,CERK,0.2718549626430821,1.0311113908648192e-16,2.0638423284168607e-15
P2RY11,P2RY11,0.27174465975261997,1.0619443086682967e-16,2.123333207133315e-15
UHRF1,UHRF1,0.2716998991914802,1.0747135036886895e-16,2.1466195008369174e-15
NONO,NONO,0.27168605470944207,1.0786935447965417e-16,2.1523201574933083e-15
UBIAD1,UBIAD1,0.27158801622854745,1.1072960403659252e-16,2.2024936328402355e-15
WDR6,WDR6,0.2714739377620874,1.1415188835206496e-16,2.268205141215927e-15
SPC24,SPC24,0.2713674911883017,1.1743901751728473e-16,2.3310974245512955e-15
ZNF24,ZNF24,0.27127969458319956,1.2022020046960332e-16,2.3838269003905265e-15
ZNF521,ZNF521,0.2712480689863881,1.2123782302537902e-16,2.4015139763006422e-15
ZNF382,ZNF382,0.2711650709491439,1.2394896566805034e-16,2.4526754438351785e-15
MRPL34,MRPL34,0.2710448045315922,1.279836806826321e-16,2.5272810498435047e-15
CHSY1,CHSY1,0.27100891805958427,1.2921245374358637e-16,2.5489123357158445e-15
GYPC,GYPC,0.27094231646331873,1.315237819792437e-16,2.5891628141434023e-15
MCM5,MCM5,0.270772884667923,1.375887493780347e-16,2.7002145219313486e-15
LDB1,LDB1,0.2707054780107704,1.4007745065076914e-16,2.7434226118744387e-15
ZNF330,ZNF330,0.2706853091540916,1.4083067399212137e-16,2.7525340831895704e-15
THTPA,THTPA,0.2705902742943579,1.4443382436002837e-16,2.817196482287696e-15
WDR48,WDR48,0.27057487839721717,1.4502602305042976e-16,2.8258638436380887e-15
ZNF414,ZNF414,0.270544881185006,1.461867299183987e-16,2.8455797784014168e-15
FAM78A,FAM78A,0.27052626370928806,1.4691170470805497e-16,2.856782538651547e-15
C2CD2L,C2CD2L,0.27045490767943564,1.497232685309896e-16,2.9084962174490507e-15
MCM3,MCM3,0.27027611846563226,1.5700259571074757e-16,3.0468067177776038e-15
UHRF1BP1L,UHRF1BP1L,0.27024279905512644,1.5839717924147443e-16,3.0707526178506936e-15
KBTBD8,KBTBD8,0.27015817287489086,1.619942505416072e-16,3.1341296549623697e-15
ARRB2,ARRB2,0.2700929828073058,1.6481989275754993e-16,3.185573559211898e-15
UBXN8,UBXN8,0.2700115344870177,1.6841848712254816e-16,3.248556388847132e-15
TMX4,TMX4,0.26993434459554244,1.7190025465260155e-16,3.3090366240528483e-15
KHSRP,KHSRP,0.2699261315268604,1.722748616116026e-16,3.3095107183719637e-15
ARIH2,ARIH2,0.2699238169700252,1.7238057609755955e-16,3.3095107183719637e-15
PNRC2,PNRC2,0.26992242258344906,1.724442937744429e-16,3.3095107183719637e-15
VASH1,VASH1,0.26974947839907343,1.805295230685739e-16,3.45082183345579e-15
SEC22C,SEC22C,0.2696451270330215,1.8558728246559489e-16,3.543956947382464e-15
ZFP1,ZFP1,0.26949625943241057,1.9304488878855418e-16,3.668044780510152e-15
C20orf96,C20orf96,0.2694349429751839,1.962016313639426e-16,3.7206291503192094e-15
TROVE2,TROVE2,0.2692392873232638,2.0661807739513462e-16,3.912616744331051e-15
MED26,MED26,0.2692098655778257,2.0823081900403265e-16,3.9370248321088865e-15
C11orf95,C11orf95,0.26917712217278145,2.1004020396180365e-16,3.967310769495926e-15
E2F3,E2F3,0.26915254651349974,2.1140839959354007e-16,3.989211804768527e-15
TXN2,TXN2,0.26911098640773046,2.1374215209864303e-16,4.0292714372441435e-15
KCNAB3,KCNAB3,0.2690150251016137,2.192280225293097e-16,4.128614434135719e-15
RPUSD3,RPUSD3,0.26898236483849325,2.2112655102549185e-16,4.160269707531768e-15
TUBA1B,TUBA1B,0.2688647256967434,2.2809992805447343e-16,4.287246927002222e-15
HDAC5,HDAC5,0.2688484259923188,2.290830514604318e-16,4.301495607727067e-15
THRAP3,THRAP3,0.26880776815979324,2.3155355556320215e-16,4.3436174824245425e-15
C17orf80,C17orf80,0.26879191336480635,2.3252403473320354e-16,4.357546003848221e-15
SCML2,SCML2,0.2687011575286633,2.3815676386372855e-16,4.4587331452058485e-15
SLC25A42,SLC25A42,0.26866650858787533,2.4034247393268364e-16,4.495250870081456e-15
EHMT2,EHMT2,0.26862388426954575,2.430583770469785e-16,4.5416039855845494e-15
CNOT10,CNOT10,0.26858716339464306,2.454223296329617e-16,4.581296709896545e-15
CENPO,CENPO,0.2684808766437584,2.5239293345562897e-16,4.706820412687168e-15
CCDC130,CCDC130,0.2683456882680031,2.6154106180009274e-16,4.872668027591396e-15
ZNF174,ZNF174,0.2682988478659545,2.647862248568584e-16,4.928323941712608e-15
RCBTB1,RCBTB1,0.2681087091766105,2.783710807514397e-16,5.1660807850133684e-15
MRPS25,MRPS25,0.2680643047966043,2.816411276793294e-16,5.211587759526023e-15
CCDC66,CCDC66,0.2678323063025999,2.993505341132738e-16,5.533931779086295e-15
NAP1L3,NAP1L3,0.2677818456114379,3.033451096634126e-16,5.602359199242639e-15
P3H1,P3H1,0.2676369442801637,3.151096608944476e-16,5.814016571426029e-15
DLX1,DLX1,0.26731045519681756,3.432875389199555e-16,6.327812253090597e-15
ZNF346,ZNF346,0.2672927115650736,3.4488799395090984e-16,6.351188828874414e-15
TET1,TET1,0.26721099695365336,3.5235382534104177e-16,6.476195549417321e-15
GINS4,GINS4,0.2672010666470971,3.5327187182085183e-16,6.486831728967899e-15
USP11,USP11,0.2670492245595153,3.676061794646538e-16,6.7435624956495755e-15
SLC35E2B,SLC35E2B,0.26702800902086177,3.696540170584044e-16,6.7746275513628e-15
BLOC1S6,BLOC1S6,0.2669367843519985,3.7858815801112664e-16,6.931717088489162e-15
HNRNPA1,HNRNPA1,0.26670286299966184,4.0247972911255553e-16,7.362105284197607e-15
EXOSC6,EXOSC6,0.2666980920034273,4.029821378205747e-16,7.364248149560502e-15
ACLY,ACLY,0.26653167141421963,4.208984800578872e-16,7.678466780630805e-15
BLMH,BLMH,0.266530930007625,4.2098002543034703e-16,7.678466780630805e-15
RNF144A,RNF144A,0.2664307727388971,4.3214014860609676e-16,7.86700851486242e-15
PIANP,PIANP,0.2663870313855202,4.371049174908355e-16,7.949819693470334e-15
HMGB2,HMGB2,0.2663596808432693,4.402377526780429e-16,7.999186922472234e-15
PPP3CC,PPP3CC,0.2663239894784422,4.443592205884195e-16,8.06640693404334e-15
LARS2,LARS2,0.26631485531198473,4.454200765338237e-16,8.070336268193403e-15
NCAPG,NCAPG,0.26625689472712344,4.522100147227511e-16,8.185600787334647e-15
TIMELESS,TIMELESS,0.2661697359736963,4.626125731116492e-16,8.365978557265065e-15
MRTO4,MRTO4,0.2661126025409465,4.69558926529682e-16,8.483571720808008e-15
MND1,MND1,0.26607319763552373,4.744095129251922e-16,8.555035697702878e-15
GPAT4,GPAT4,0.2659626745660957,4.882790375536587e-16,8.788562902860815e-15
PIP4K2B,PIP4K2B,0.2658267301631704,5.058866968146079e-16,9.079834938602093e-15
SEPT5,SEPT5,0.2656641940026189,5.277597985686967e-16,9.45466593218429e-15
ATP5PO,ATP5PO,0.26561181913065424,5.350043106115816e-16,9.566517677586888e-15
GPC2,GPC2,0.26545264295326254,5.576273878311489e-16,9.952425320627835e-15
ELP3,ELP3,0.2654454149272393,5.586767157872183e-16,9.961852073015558e-15
PPM1M,PPM1M,0.26538823087608776,5.670471658021926e-16,1.0101683666643907e-14
PI4KA,PI4KA,0.2653760510600527,5.688458881895874e-16,1.0120975702052963e-14
SAFB,SAFB,0.26530435729330104,5.795479884417835e-16,1.0295594608796181e-14
UBE2M,UBE2M,0.26527824020047797,5.834956387442951e-16,1.0356099475020612e-14
DUS3L,DUS3L,0.2652323292192518,5.904993952318663e-16,1.0470682690034439e-14
NDUFA13,NDUFA13,0.2650544014872052,6.184322841321657e-16,1.0945678806654025e-14
TRIM27,TRIM27,0.26499586192658964,6.2790352004422045e-16,1.1100750061770174e-14
USP49,USP49,0.2649930913249925,6.283553003837472e-16,1.1100750061770174e-14
GSK3A,GSK3A,0.26493763283547483,6.37466038796712e-16,1.1230565282579861e-14
CD99L2,CD99L2,0.26491206931723427,6.417092558971657e-16,1.1294910153291271e-14
PARK7,PARK7,0.2648300489908771,6.555120317111179e-16,1.1527242397569476e-14
BAP1,BAP1,0.26476528359203255,6.66617042890399e-16,1.1700996120156085e-14
TECPR1,TECPR1,0.26475059161458375,6.691618422869916e-16,1.1734888637904443e-14
ZGRF1,ZGRF1,0.2647258894320774,6.734620679198147e-16,1.1799475186331125e-14
VPS26C,VPS26C,0.26468604910703647,6.804549261041937e-16,1.1911076842931926e-14
SNRPA,SNRPA,0.26460428881996556,6.950301035285202e-16,1.2143967485326931e-14
OGG1,OGG1,0.26457896217407656,6.996069954357934e-16,1.2201631129338678e-14
RSAD1,RSAD1,0.26457363447779425,7.0057355484495315e-16,1.2207350502152489e-14
NRF1,NRF1,0.2645031819010359,7.134793835174224e-16,1.242090930413072e-14
ZFP69B,ZFP69B,0.26449532894341155,7.149323308166254e-16,1.2434878529171787e-14
POGZ,POGZ,0.26433521670679094,7.451988854206949e-16,1.2949524268015076e-14
COPE,COPE,0.2642714450929926,7.576017391483082e-16,1.3153094681035343e-14
ING5,ING5,0.26420905905656183,7.699315153877292e-16,1.3355028055023996e-14
RAD54L,RAD54L,0.26417502408401766,7.767410708389021e-16,1.346092979971497e-14
XRCC1,XRCC1,0.26415162183490654,7.814576158849447e-16,1.3522255255950152e-14
HARS,HARS,0.2641328952513571,7.852520963534028e-16,1.357151340126157e-14
MICAL1,MICAL1,0.26398877126901554,8.150680676696229e-16,1.4074097663509343e-14
ARSB,ARSB,0.26395583458831684,8.220366854409548e-16,1.4181616644588312e-14
CSK,CSK,0.2638906537567249,8.360005772900888e-16,1.440951400802529e-14
SYNE1,SYNE1,0.2637832805755137,8.595138459543087e-16,1.4801447896771724e-14
DVL2,DVL2,0.2636403962619022,8.918148342231082e-16,1.5343870887646007e-14
ASB8,ASB8,0.263552211981789,9.123428370957788e-16,1.566885294796569e-14
ADGRA2,ADGRA2,0.2634789343907672,9.297537485325072e-16,1.5953539410411914e-14
OSGEPL1,OSGEPL1,0.26339341729559257,9.50486312217391e-16,1.6294659962363616e-14
SF3A2,SF3A2,0.263383161300482,9.530030850377793e-16,1.632316664023042e-14
TMEM131L,TMEM131L,0.26332694596654627,9.669149239661409e-16,1.6546623788373126e-14
PGBD1,PGBD1,0.2632378292355007,9.893793267438291e-16,1.690079162708516e-14
TEDC2,TEDC2,0.26317305329161034,1.0060293179937096e-15,1.7169866440580144e-14
AGPAT1,AGPAT1,0.26309298829743344,1.0269903975320166e-15,1.7496364927651067e-14
FBL,FBL,0.26297510197210006,1.0586371260768301e-15,1.800342407914467e-14
VPS35L,VPS35L,0.26292702318065786,1.0718175379248187e-15,1.8211370877718142e-14
HASPIN,HASPIN,0.2628936469487859,1.0810621315847031e-15,1.834931798422747e-14
MRPS27,MRPS27,0.2628907931663196,1.0818562055048056e-15,1.834931798422747e-14
